"company_code","company_name","company_name_sh","company_tel","company_zip","address_prefecture","address_municipality","address_town","address_detail","company_url","company_logo","company_image","del_flg","reg_account","reg_time","upd_account","upd_time"
"000001",株式会社リーディング・ウィン,Lw,"0369034838","1700004",東京都,豊島区,北大塚1丁目13番4号 ,オーク大塚ビル6階,http://www.leadingwin.co.jp,"","","0","999999",,"999999",
