"company_code","request_number","request_user_id","work_type_kbn","scheduled_work_day","work_time_kbn","dayoff_exchanged","dayoff_time_kbn","dayoff_reason_kbn","remark","registration_user","registration_datetime","update_user","update_datetime"
"000001","20220512175133668000001205","205","023","20220514","010","20220516","010","099",合同説明会参加の振替,"205","2022-05-12 17:51:34","205","2022-05-12 17:51:34"
"000001","20220701130936490000001168","168","023","20220417","010","20220613","010","002","","168","2022-07-01 13:09:37","168","2022-07-01 13:09:37"
"000001","20220701131005864000001168","168","023","20220423","010","20220614","010","002","","168","2022-07-01 13:10:06","168","2022-07-01 13:10:06"
"000001","20220701131609722000001168","168","023","20220521","010","20220719","010","002","","168","2022-07-01 13:16:10","168","2022-07-01 13:16:10"
"000001","20220704190243401000001051","051","023","20220528","010","20220705","010","002","","051","2022-07-04 19:02:44","051","2022-07-04 19:02:44"
"000001","20220719164449514000001150","150","023","20220710","010","20220725","010","003","","150","2022-07-19 16:44:50","150","2022-07-19 16:44:50"
"000001","20220801003848369000001168","168","023","20220709","010","20220810","010","002","","168","2022-08-01 00:38:50","168","2022-08-01 00:38:50"
"000001","20220801003915219000001168","168","023","20220716","010","20220812","010","002","","168","2022-08-01 00:39:16","168","2022-08-01 00:39:16"
"000001","20220815113954741000001223","223","023","20220806","010","20220812","010","099",週末出勤（8月6日，7日）があったため、代休として休ませていただきます。,"223","2022-08-15 11:39:55","223","2022-08-15 11:39:55"
"000001","20220815114020979000001223","223","023","20220807","010","20220815","010","099",週末出勤（8月6日，7日）があったため、代休として休ませていただきます。,"223","2022-08-15 11:40:21","223","2022-08-15 11:40:21"
"000001","20220831211204258000001168","168","023","20220806","010","20220920","010","002","","168","2022-08-31 21:12:05","168","2022-08-31 21:12:05"
"000001","20220904222242949000001110","110","023","20220820","010","20220826","010","002","","110","2022-09-04 22:22:47","110","2022-09-04 22:22:47"
"000001","20220922171454108000001161","161","023","20220923","010","20221102","010","002","","161","2022-09-22 17:14:54","161","2022-09-22 17:14:54"
"000001","20220930094140346000001168","168","023","20220920","010","20221003","010","099",もともとは8/6に出勤して9/20に代休を取る予定でしたが、ちょっとした事情があって10/3に変更してほしい。,"168","2022-09-30 09:45:15","168","2022-09-30 09:45:15"
"000001","20221024130701869000001161","161","023","20221023","010","20231113","010","002","","161","2022-10-24 13:07:01","161","2022-10-24 13:07:01"
"000001","20221124154017880000001051","051","023","20221126","010","20230106","010","002",休日リリース,"051","2022-11-24 15:56:00","051","2022-11-24 15:56:00"
"000001","20221124154127209000001051","051","023","20221217","020","20230105","020","002",休日リリース,"051","2022-11-24 15:55:46",SysAdminCho,"2023-01-18 15:55:46"
"000001","20221124154205979000001051","051","023","20221112","010","20230104","010","002",休日リリース,"051","2022-11-24 15:55:31","051","2022-11-24 15:55:31"
"000001","20221213215312731000001165","165","023","20230103","010","20230106","010","003",休日出勤,"165","2022-12-13 21:56:23","165","2022-12-13 21:56:23"
"000001","20230201223648032000001168","168","023","20230114","010","20230224","010","002","","168","2023-02-01 22:36:49","168","2023-02-01 22:36:49"
"000001","20230223155834770000001161","161","023","20230223","010","20230331","010","002","","161","2023-02-23 15:58:34","161","2023-02-23 15:58:34"
"000001","20230224234947854000001051","051","023","20230225","010","20230313","010","002",本番リリースのため,"051","2023-02-24 23:49:48","051","2023-02-24 23:49:48"
"000001","20230228082147594000001168","168","023","20230224","010","20230320","010","003",もともと1/14休日出勤のため、2/24を振替休日として申請しましたが、顧客のほうの事情があるので、2/24の休みを取り消して3/20にします。,"168","2023-02-28 08:21:49","168","2023-02-28 08:21:49"
"000001","20230301155420205000001226","226","023","20230205","020","20230210","021","003",本番リリース対応,"226","2023-03-01 15:55:04","226","2023-03-01 15:55:04"
"000001","20230407134843570000001218","218","023","20230401","010","20230410","010","002","","218","2023-04-11 13:36:07","218","2023-04-11 13:36:07"
"000001","20230508141440975000001212","212","023","20230506","010","20230612","010","001","","212","2023-05-08 14:28:38","212","2023-05-08 14:28:38"
"000001","20230508142525407000001175","175","023","20230503","010","20230511","010","099",作業進捗確保のため,"175","2023-05-08 14:25:26","175","2023-05-08 14:25:26"
"000001","20230508142609006000001175","175","023","20230504","010","20230512","010","099",作業進捗確保のため,"175","2023-05-08 14:26:09","175","2023-05-08 14:26:09"
"000001","20230508142835629000001147","147","023","20230503","010","20230606","010","001","","147","2023-05-08 14:31:52","147","2023-05-08 14:31:52"
"000001","20230508142928017000001147","147","023","20230507","010","20230605","010","001","","147","2023-05-08 14:31:08","147","2023-05-08 14:31:08"
