"company_code","process_id","process_day","process_kbn","close_month","tgt_user_id","process_status","process_result","reg_account","reg_time","upd_account","upd_time"
"","202202046279","20220204","","","","1","1",doMonthClose,"2022-02-04 18:16:27",doMonthClose,"2022-02-04 18:16:27"
"000001","000000000000","20220204","1","202201",SYS,"1","1",firstRegister,"2022-02-04 14:00:00",firstRegister,"2022-02-04 14:00:00"
"000001","199","202302","20","202305","1",d,"2",doMonthClose,"2023-05-22 16:42:57",,
"000001","200","202209","20","202211","1",d,"2",doMonthClose,"2022-11-17 10:13:55",,
"000001","202202041014","20220204","1","202201","138","1","1",doMonthClose,"2022-02-04 18:31:30",doMonthClose,"2022-02-04 18:31:30"
"000001","202202041169","20220204","1","202201","137","1","1",doMonthClose,"2022-02-04 18:31:26",doMonthClose,"2022-02-04 18:31:26"
"000001","202202041345","20220204","1","202201","207","1","1",doMonthClose,"2022-02-04 18:32:23",doMonthClose,"2022-02-04 18:32:23"
"000001","202202041463","20220204","1","202201","202","1","1",doMonthClose,"2022-02-04 18:32:14",doMonthClose,"2022-02-04 18:32:14"
"000001","20220204149","20220204","1","202201","203","1","1",doMonthClose,"2022-02-04 18:32:17",doMonthClose,"2022-02-04 18:32:17"
"000001","202202041502","20220204","1","202201","212","1","1",doMonthClose,"2022-02-04 18:25:38",doMonthClose,"2022-02-04 18:25:38"
"000001","202202041567","20220204","1","202201","139","1","1",doMonthClose,"2022-02-04 18:31:33",doMonthClose,"2022-02-04 18:31:33"
"000001","20220204160","20220204","1","202201","197","1","1",doMonthClose,"2022-02-04 18:32:07",doMonthClose,"2022-02-04 18:32:07"
"000001","202202041938","20220204","1","202201","169","1","1",doMonthClose,"2022-02-04 18:31:46",doMonthClose,"2022-02-04 18:31:46"
"000001","202202041946","20220204","1","202201","161","1","1",doMonthClose,"2022-02-04 18:31:44",doMonthClose,"2022-02-04 18:31:44"
"000001","202202042388","20220204","1","202201","198","1","1",doMonthClose,"2022-02-04 18:32:10",doMonthClose,"2022-02-04 18:32:10"
"000001","202202042643","20220204","1","202112","212","1","1",doMonthClose,"2022-02-04 18:25:07",doMonthClose,"2022-02-04 18:25:07"
"000001","202202042804","20220204","1","202201","186","1","1",doMonthClose,"2022-02-04 18:32:03",doMonthClose,"2022-02-04 18:32:03"
"000001","202202043404","20220204","1","202201","121","1","1",doMonthClose,"2022-02-04 18:31:19",doMonthClose,"2022-02-04 18:31:19"
"000001","202202043441","20220204","1","202201","175","1","1",doMonthClose,"2022-02-04 18:31:54",doMonthClose,"2022-02-04 18:31:54"
"000001","202202043851","20220204","1","202201","171","1","1",doMonthClose,"2022-02-04 18:31:51",doMonthClose,"2022-02-04 18:31:51"
"000001","202202044211","20220204","1","202201","219","1","1",doMonthClose,"2022-02-04 18:32:29",doMonthClose,"2022-02-04 18:32:29"
"000001","202202044793","20220204","1","202201","147","1","1",doMonthClose,"2022-02-04 18:31:36",doMonthClose,"2022-02-04 18:31:36"
"000001","202202045655","20220204","1","202201","177","1","1",doMonthClose,"2022-02-04 18:31:57",doMonthClose,"2022-02-04 18:31:57"
"000001","202202046358","20220204","1","202201","205","1","1",doMonthClose,"2022-02-04 18:32:20",doMonthClose,"2022-02-04 18:32:20"
"000001","202202047238","20220204","1","202201","214","1","1",doMonthClose,"2022-02-04 18:23:28",doMonthClose,"2022-02-04 18:23:28"
"000001","202202047337","20220204","1","202201","110","1","1",doMonthClose,"2022-02-04 18:18:38",doMonthClose,"2022-02-04 18:18:38"
"000001","202202047648","20220204","1","202201","211","1","1",doMonthClose,"2022-02-04 18:32:26",doMonthClose,"2022-02-04 18:32:26"
"000001","202202047849","20220204","1","202112","214","1","1",doMonthClose,"2022-02-04 18:23:00",doMonthClose,"2022-02-04 18:23:00"
"000001","202202047953","20220204","1","202201","182","1","1",doMonthClose,"2022-02-04 18:32:00",doMonthClose,"2022-02-04 18:32:00"
"000001","202202048110","20220204","1","202201","139","1","1",doMonthClose,"2022-02-04 18:53:17",doMonthClose,"2022-02-04 18:53:17"
"000001","202202048276","20220204","1","202201","122","1","1",doMonthClose,"2022-02-04 18:31:23",doMonthClose,"2022-02-04 18:31:23"
"000001","202202049264","20220204","1","202201","151","1","1",doMonthClose,"2022-02-04 18:31:40",doMonthClose,"2022-02-04 18:31:40"
"000001","202202049581","20220204","1","202201","116","1","1",doMonthClose,"2022-02-04 18:31:05",doMonthClose,"2022-02-04 18:31:05"
"000001","202202161718","20220216","1","202201","161","1","1",doMonthClose,"2022-02-16 19:43:00",doMonthClose,"2022-02-16 19:43:00"
"000001","202202162489","20220216","1","202201","138","1","1",doMonthClose,"2022-02-16 19:42:39",doMonthClose,"2022-02-16 19:42:39"
"000001","202202162579","20220216","1","202201","151","1","1",doMonthClose,"2022-02-16 19:42:54",doMonthClose,"2022-02-16 19:42:54"
"000001","2022021628","20220216","1","202201","122","1","1",doMonthClose,"2022-02-16 19:42:30",doMonthClose,"2022-02-16 19:42:30"
"000001","202202163208","20220216","1","202201","121","1","1",doMonthClose,"2022-02-16 19:42:25",doMonthClose,"2022-02-16 19:42:25"
"000001","20220216514","20220216","1","202201","137","1","1",doMonthClose,"2022-02-16 19:42:35",doMonthClose,"2022-02-16 19:42:35"
"000001","202202166716","20220216","1","202201","110","1","1",doMonthClose,"2022-02-16 19:42:14",doMonthClose,"2022-02-16 19:42:14"
"000001","202202167058","20220216","1","202201","147","1","1",doMonthClose,"2022-02-16 19:42:49",doMonthClose,"2022-02-16 19:42:49"
"000001","202202168671","20220216","1","202201","116","1","1",doMonthClose,"2022-02-16 19:42:20",doMonthClose,"2022-02-16 19:42:20"
"000001","20220216905","20220216","1","202201","139","1","1",doMonthClose,"2022-02-16 19:42:44",doMonthClose,"2022-02-16 19:42:44"
"000001","20220304118","20220304","1","202202","161","1","1",doMonthClose,"2022-03-04 12:04:26",doMonthClose,"2022-03-04 12:04:26"
"000001","202203041351","20220304","1","202202","186","1","1",doMonthClose,"2022-03-04 11:58:41",doMonthClose,"2022-03-04 11:58:41"
"000001","202203041369","20220304","1","202202","211","1","1",doMonthClose,"2022-03-04 12:05:53",doMonthClose,"2022-03-04 12:05:53"
"000001","202203041826","20220304","1","202202","203","1","1",doMonthClose,"2022-03-04 12:05:25",doMonthClose,"2022-03-04 12:05:25"
"000001","202203041870","20220304","1","202202","171","1","1",doMonthClose,"2022-03-04 12:04:37",doMonthClose,"2022-03-04 12:04:37"
"000001","20220304196","20220304","1","202202","186","1","1",doMonthClose,"2022-03-04 12:05:03",doMonthClose,"2022-03-04 12:05:03"
"000001","202203042502","20220304","1","202202","214","1","1",doMonthClose,"2022-03-04 12:06:04",doMonthClose,"2022-03-04 12:06:04"
"000001","20220304334","20220304","1","202202","177","1","1",doMonthClose,"2022-03-04 12:04:51",doMonthClose,"2022-03-04 12:04:51"
"000001","202203044017","20220304","1","202202","175","1","1",doMonthClose,"2022-03-04 12:04:42",doMonthClose,"2022-03-04 12:04:42"
"000001","202203044477","20220304","1","202202","177","1","1",doMonthClose,"2022-03-04 12:04:48",doMonthClose,"2022-03-04 12:04:48"
"000001","202203044747","20220304","1","202202","204","1","1",doMonthClose,"2022-03-04 12:05:30",doMonthClose,"2022-03-04 12:05:30"
"000001","202203044793","20220304","1","202202","202","1","1",doMonthClose,"2022-03-04 12:05:19",doMonthClose,"2022-03-04 12:05:19"
"000001","20220304508","20220304","1","202202","208","1","1",doMonthClose,"2022-03-04 12:05:47",doMonthClose,"2022-03-04 12:05:47"
"000001","202203045321","20220304","1","202202","212","1","1",doMonthClose,"2022-03-04 12:05:59",doMonthClose,"2022-03-04 12:05:59"
"000001","202203046128","20220304","1","202202","139","1","1",doMonthClose,"2022-03-04 12:04:09",doMonthClose,"2022-03-04 12:04:09"
"000001","202203046260","20220304","1","202202","197","1","1",doMonthClose,"2022-03-04 12:05:08",doMonthClose,"2022-03-04 12:05:08"
"000001","202203046303","20220304","1","202202","121","1","1",doMonthClose,"2022-03-04 12:03:49",doMonthClose,"2022-03-04 12:03:49"
"000001","202203046546","20220304","1","202202","219","1","1",doMonthClose,"2022-03-04 12:06:09",doMonthClose,"2022-03-04 12:06:09"
"000001","202203047057","20220304","1","202202","207","1","1",doMonthClose,"2022-03-04 12:05:41",doMonthClose,"2022-03-04 12:05:41"
"000001","20220304715","20220304","1","202202","198","1","1",doMonthClose,"2022-03-04 12:05:14",doMonthClose,"2022-03-04 12:05:14"
"000001","20220304716","20220304","1","202202","151","1","1",doMonthClose,"2022-03-04 12:04:20",doMonthClose,"2022-03-04 12:04:20"
"000001","202203047303","20220304","1","202202","137","1","1",doMonthClose,"2022-03-04 12:03:58",doMonthClose,"2022-03-04 12:03:58"
"000001","202203047607","20220304","1","202202","138","1","1",doMonthClose,"2022-03-04 12:04:04",doMonthClose,"2022-03-04 12:04:04"
"000001","202203047819","20220304","1","202202","147","1","1",doMonthClose,"2022-03-04 12:04:15",doMonthClose,"2022-03-04 12:04:15"
"000001","202203048071","20220304","1","202202","116","1","1",doMonthClose,"2022-03-04 12:03:37",doMonthClose,"2022-03-04 12:03:37"
"000001","202203048239","20220304","1","202202","182","1","1",doMonthClose,"2022-03-04 12:04:58",doMonthClose,"2022-03-04 12:04:58"
"000001","202203048259","20220304","1","202202","205","1","1",doMonthClose,"2022-03-04 12:05:35",doMonthClose,"2022-03-04 12:05:35"
"000001","202203048444","20220304","1","202202","169","1","1",doMonthClose,"2022-03-04 12:04:31",doMonthClose,"2022-03-04 12:04:31"
"000001","202203230020","20220323","1","202202","020","1","1","999999","2022-03-23 00:00:00","999999","2022-03-23 00:00:00"
"000001","202203230051","20220323","1","202202","051","1","1","999999","2022-03-23 00:00:00","999999","2022-03-23 00:00:00"
"000001","202203230069","20220323","1","202202","069","1","1","999999","2022-03-23 00:00:00","999999","2022-03-23 00:00:00"
"000001","202203230076","20220323","1","202202","076","1","1","999999","2022-03-23 00:00:00","999999","2022-03-23 00:00:00"
"000001","202203230081","20220323","1","202202","081","1","1","999999","2022-03-23 00:00:00","999999","2022-03-23 00:00:00"
"000001","202203230085","20220323","1","202202","085","1","1","999999","2022-03-23 00:00:00","999999","2022-03-23 00:00:00"
"000001","202203230101","20220323","1","202202","101","1","1","999999","2022-03-23 00:00:00","999999","2022-03-23 00:00:00"
"000001","202203230109","20220323","1","202202","109","1","1","999999","2022-03-23 00:00:00","999999","2022-03-23 00:00:00"
"000001","202203230126","20220323","1","202202","126","1","1","999999","2022-03-23 00:00:00","999999","2022-03-23 00:00:00"
"000001","202203230129","20220323","1","202202","129","1","1","999999","2022-03-23 00:00:00","999999","2022-03-23 00:00:00"
"000001","202203230130","20220323","1","202202","130","1","1","999999","2022-03-23 00:00:00","999999","2022-03-23 00:00:00"
"000001","202203230132","20220323","1","202202","132","1","1","999999","2022-03-23 00:00:00","999999","2022-03-23 00:00:00"
"000001","202203230150","20220323","1","202202","150","1","1","999999","2022-03-23 00:00:00","999999","2022-03-23 00:00:00"
"000001","202203230152","20220323","1","202202","152","1","1","999999","2022-03-23 00:00:00","999999","2022-03-23 00:00:00"
"000001","202203230160","20220323","1","202202","160","1","1","999999","2022-03-23 00:00:00","999999","2022-03-23 00:00:00"
"000001","202203230162","20220323","1","202202","162","1","1","999999","2022-03-23 00:00:00","999999","2022-03-23 00:00:00"
"000001","202203230165","20220323","1","202202","165","1","1","999999","2022-03-23 00:00:00","999999","2022-03-23 00:00:00"
"000001","202203230168","20220323","1","202202","168","1","1","999999","2022-03-23 00:00:00","999999","2022-03-23 00:00:00"
"000001","202203230176","20220323","1","202202","176","1","1","999999","2022-03-23 00:00:00","999999","2022-03-23 00:00:00"
"000001","202203230184","20220323","1","202202","184","1","1","999999","2022-03-23 00:00:00","999999","2022-03-23 00:00:00"
"000001","202203230187","20220323","1","202202","187","1","1","999999","2022-03-23 00:00:00","999999","2022-03-23 00:00:00"
"000001","202203230190","20220323","1","202202","190","1","1","999999","2022-03-23 00:00:00","999999","2022-03-23 00:00:00"
