"company_code","department_code","start_date","department_name","department_name_sh","parent_dept_code","del_flg","reg_account","reg_time","upd_account","upd_time"
"000001","010","20210701",経営,経営,,"0","999999","2021-07-01 00:00:00","999999","2021-07-01 00:00:00"
"000001","020","20210701",営業,営業,,"0","999999","2021-07-01 00:00:00","999999","2021-07-01 00:00:00"
"000001","030","20210701",総務,総務,,"0","999999","2021-07-01 00:00:00","999999","2021-07-01 00:00:00"
"000001","040","20210701",経理,経理,,"0","999999","2021-07-01 00:00:00","999999","2021-07-01 00:00:00"
"000001","050","20210701",東京事業部,東京,,"0","999999","2021-07-01 00:00:00","999999","2021-07-01 00:00:00"
"000001","060","20210701",九州事業部,九州,,"0","999999","2021-07-01 00:00:00","999999","2021-07-01 00:00:00"
"000001","900","20210701",所属なし,なし,,"0","999999","2021-07-01 00:00:00","999999","2021-07-01 00:00:00"
