"company_code","user_id","close_month","process_day","process_id","process_result","reg_account","reg_time","upd_account","upd_time"
"000001","020","202202","20220323","202203230020","1","999999","2022-03-23 00:00:00","999999","2022-03-23 00:00:00"
"000001","020","202203","20220804","202208044945","1",doMonthClose,"2022-08-04 15:07:40",doMonthClose,"2022-08-04 15:07:40"
"000001","020","202204","20220804","202208047868","1",doMonthClose,"2022-08-04 15:26:41",doMonthClose,"2022-08-04 15:26:41"
"000001","020","202205","20220902","202209027867","1","999999","2022-09-02 10:00:00","999999","2022-09-02 10:00:00"
"000001","020","202206","20220902","202209027868","1","999999","2022-09-02 10:00:00","999999","2022-09-02 10:00:00"
"000001","020","202207","20220902","202209023046","1",doMonthClose,"2022-09-02 10:38:16",doMonthClose,"2022-09-02 10:38:16"
"000001","020","202208","20221006","202210065623","1",doMonthClose,"2022-10-06 10:23:13",doMonthClose,"2022-10-06 10:23:13"
"000001","020","202209","20221115","202211158061","1",doMonthClose,"2022-11-15 11:48:32",doMonthClose,"2022-11-15 11:48:32"
"000001","020","202210","20221115","202211156670","1",doMonthClose,"2022-11-15 11:48:36",doMonthClose,"2022-11-15 11:48:36"
"000001","020","202211","20230302","202303028005","1",doMonthClose,"2023-03-02 11:03:35",doMonthClose,"2023-03-02 11:03:35"
"000001","020","202212","20230302","202303023948","1",doMonthClose,"2023-03-02 11:20:05",doMonthClose,"2023-03-02 11:20:05"
"000001","020","202301","20230302","202303025614","1",doMonthClose,"2023-03-02 11:31:05",doMonthClose,"2023-03-02 11:31:05"
"000001","020","202302","20230522","202305226075","1",doMonthClose,"2023-05-22 15:03:29",doMonthClose,"2023-05-22 15:03:29"
"000001","020","202303","20230522","202305221717","1",doMonthClose,"2023-05-22 15:03:33",doMonthClose,"2023-05-22 15:03:33"
"000001","020","202304","20230522","20230522356","1",doMonthClose,"2023-05-22 15:03:36",doMonthClose,"2023-05-22 15:03:36"
"000001","020","202305","20230816","202308166630","1",doMonthClose,"2023-08-16 18:39:46",doMonthClose,"2023-08-16 18:39:46"
"000001","020","202306","20230816","202308166624","1",doMonthClose,"2023-08-16 18:40:48",doMonthClose,"2023-08-16 18:40:48"
"000001","020","202307","20230816","202308163232","1",doMonthClose,"2023-08-16 18:40:52",doMonthClose,"2023-08-16 18:40:52"
"000001","020","202308","20231102","202311022685","1",doMonthClose,"2023-11-02 14:21:23",doMonthClose,"2023-11-02 14:21:23"
"000001","020","202309","20231102","202311027980","1",doMonthClose,"2023-11-02 14:21:26",doMonthClose,"2023-11-02 14:21:26"
"000001","020","202309","20240206","202402069210","1",doMonthClose,"2024-02-06 18:11:18",doMonthClose,"2024-02-06 18:11:18"
"000001","020","202310","20240206","202402062185","1",doMonthClose,"2024-02-06 14:02:48",doMonthClose,"2024-02-06 14:02:48"
"000001","020","202310","20240206","202402064969","1",doMonthClose,"2024-02-06 18:11:22",doMonthClose,"2024-02-06 18:11:22"
"000001","020","202311","20240206","202402067215","1",doMonthClose,"2024-02-06 18:11:25",doMonthClose,"2024-02-06 18:11:25"
"000001","020","202311","20240206","202402068965","1",doMonthClose,"2024-02-06 14:02:52",doMonthClose,"2024-02-06 14:02:52"
"000001","020","202312","20240206","202402061170","1",doMonthClose,"2024-02-06 18:11:28",doMonthClose,"2024-02-06 18:11:28"
"000001","020","202312","20240206","202402068272","1",doMonthClose,"2024-02-06 14:02:56",doMonthClose,"2024-02-06 14:02:56"
"000001","020","202401","20240229","20240229419","1",doMonthClose,"2024-02-29 11:20:57",doMonthClose,"2024-02-29 11:20:57"
"000001","020","202402","20240401","202404018209","1",doMonthClose,"2024-04-01 16:05:17",doMonthClose,"2024-04-01 16:05:17"
"000001","020","202403","20240501","202405014564","1",doMonthClose,"2024-05-01 09:44:50",doMonthClose,"2024-05-01 09:44:50"
"000001","020","202403","20240910","202409105773","1",doMonthClose,"2024-09-10 14:15:57",doMonthClose,"2024-09-10 14:15:57"
"000001","020","202404","20240611","202406111230","1",doMonthClose,"2024-06-11 10:49:16",doMonthClose,"2024-06-11 10:49:16"
"000001","020","202405","20240718","202407185585","1",doMonthClose,"2024-07-18 15:18:31",doMonthClose,"2024-07-18 15:18:31"
"000001","020","202406","20240718","202407186621","1",doMonthClose,"2024-07-18 15:18:35",doMonthClose,"2024-07-18 15:18:35"
"000001","020","202407","20240830","202408302878","1",doMonthClose,"2024-08-30 13:31:28",doMonthClose,"2024-08-30 13:31:28"
"000001","051","202202","20220323","202203230051","1","999999","2022-03-23 00:00:00","999999","2022-03-23 00:00:00"
"000001","051","202206","20220804","202208043246","1",doMonthClose,"2022-08-04 16:28:32",doMonthClose,"2022-08-04 16:28:32"
"000001","051","202207","20220902","202209024946","1",doMonthClose,"2022-09-02 10:47:35",doMonthClose,"2022-09-02 10:47:35"
"000001","051","202208","20221006","202210061993","1",doMonthClose,"2022-10-06 10:25:20",doMonthClose,"2022-10-06 10:25:20"
"000001","051","202209","20221115","202211159167","1",doMonthClose,"2022-11-15 11:51:07",doMonthClose,"2022-11-15 11:51:07"
"000001","051","202210","20221115","202211155829","1",doMonthClose,"2022-11-15 11:51:12",doMonthClose,"2022-11-15 11:51:12"
"000001","051","202211","20230302","202303021304","1",doMonthClose,"2023-03-02 11:03:57",doMonthClose,"2023-03-02 11:03:57"
"000001","051","202212","20230302","20230302405","1",doMonthClose,"2023-03-02 11:20:10",doMonthClose,"2023-03-02 11:20:10"
"000001","051","202301","20230302","202303029118","1",doMonthClose,"2023-03-02 11:31:10",doMonthClose,"2023-03-02 11:31:10"
"000001","051","202302","20230523","20230523158","1",doMonthClose,"2023-05-23 13:45:20",doMonthClose,"2023-05-23 13:45:20"
"000001","051","202303","20230523","202305237653","1",doMonthClose,"2023-05-23 13:55:58",doMonthClose,"2023-05-23 13:55:58"
"000001","051","202304","20230523","202305231394","1",doMonthClose,"2023-05-23 14:16:44",doMonthClose,"2023-05-23 14:16:44"
"000001","051","202305","20230816","202308164130","1",doMonthClose,"2023-08-16 18:48:09",doMonthClose,"2023-08-16 18:48:09"
"000001","051","202306","20230816","202308161028","1",doMonthClose,"2023-08-16 18:51:47",doMonthClose,"2023-08-16 18:51:47"
"000001","051","202307","20230816","202308162750","1",doMonthClose,"2023-08-16 18:51:50",doMonthClose,"2023-08-16 18:51:50"
"000001","051","202308","20231102","202311021847","1",doMonthClose,"2023-11-02 14:21:39",doMonthClose,"2023-11-02 14:21:39"
"000001","051","202309","20240206","202402064204","1",doMonthClose,"2024-02-06 18:15:18",doMonthClose,"2024-02-06 18:15:18"
"000001","051","202309","20240206","202402064466","1",doMonthClose,"2024-02-06 14:03:54",doMonthClose,"2024-02-06 14:03:54"
"000001","051","202310","20240206","202402067511","1",doMonthClose,"2024-02-06 18:15:23",doMonthClose,"2024-02-06 18:15:23"
"000001","051","202310","20240206","202402067512","1",doMonthClose,"2024-02-06 14:03:58",doMonthClose,"2024-02-06 14:03:58"
"000001","051","202311","20240206","202402064168","1",doMonthClose,"2024-02-06 14:04:02",doMonthClose,"2024-02-06 14:04:02"
"000001","051","202311","20240206","202402064947","1",doMonthClose,"2024-02-06 18:15:26",doMonthClose,"2024-02-06 18:15:26"
"000001","051","202312","20240206","202402062204","1",doMonthClose,"2024-02-06 18:15:30",doMonthClose,"2024-02-06 18:15:30"
"000001","051","202312","20240206","202402068304","1",doMonthClose,"2024-02-06 14:04:05",doMonthClose,"2024-02-06 14:04:05"
"000001","051","202401","20240229","202402296554","1",doMonthClose,"2024-02-29 11:21:57",doMonthClose,"2024-02-29 11:21:57"
"000001","051","202402","20240401","20240401606","1",doMonthClose,"2024-04-01 16:05:41",doMonthClose,"2024-04-01 16:05:41"
"000001","051","202403","20240501","202405014564","1",doMonthClose,"2024-05-01 09:44:50",doMonthClose,"2024-05-01 09:44:50"
"000001","051","202403","20240910","202409105773","1",doMonthClose,"2024-09-10 14:15:57",doMonthClose,"2024-09-10 14:15:57"
"000001","051","202404","20240611","202406119040","1",doMonthClose,"2024-06-11 10:49:43",doMonthClose,"2024-06-11 10:49:43"
"000001","051","202405","20240718","202407186350","1",doMonthClose,"2024-07-18 15:18:57",doMonthClose,"2024-07-18 15:18:57"
"000001","051","202406","20240718","202407181889","1",doMonthClose,"2024-07-18 15:19:00",doMonthClose,"2024-07-18 15:19:00"
"000001","051","202407","20240830","202408308436","1",doMonthClose,"2024-08-30 13:32:26",doMonthClose,"2024-08-30 13:32:26"
"000001","051","202408","20241124","202411249625","1",doMonthClose,"2024-11-24 22:31:59",doMonthClose,"2024-11-24 22:31:59"
"000001","053","202205","20220804","202208049877","1",doMonthClose,"2022-08-04 16:01:15",doMonthClose,"2022-08-04 16:01:15"
"000001","053","202206","20220804","202208041400","1",doMonthClose,"2022-08-04 16:01:44",doMonthClose,"2022-08-04 16:01:44"
"000001","053","202207","20220902","202209023138","1",doMonthClose,"2022-09-02 11:26:36",doMonthClose,"2022-09-02 11:26:36"
"000001","053","202208","20221006","202210063097","1",doMonthClose,"2022-10-06 10:27:17",doMonthClose,"2022-10-06 10:27:17"
"000001","053","202209","20221115","202211151643","1",doMonthClose,"2022-11-15 11:53:14",doMonthClose,"2022-11-15 11:53:14"
"000001","053","202210","20221115","20221115730","1",doMonthClose,"2022-11-15 11:53:18",doMonthClose,"2022-11-15 11:53:18"
"000001","053","202211","20230302","202303022507","1",doMonthClose,"2023-03-02 11:04:07",doMonthClose,"2023-03-02 11:04:07"
"000001","053","202212","20230302","20230302182","1",doMonthClose,"2023-03-02 11:20:15",doMonthClose,"2023-03-02 11:20:15"
"000001","053","202301","20230302","202303028752","1",doMonthClose,"2023-03-02 11:31:15",doMonthClose,"2023-03-02 11:31:15"
"000001","053","202302","20230523","202305237360","1",doMonthClose,"2023-05-23 14:35:31",doMonthClose,"2023-05-23 14:35:31"
"000001","053","202303","20230523","202305236767","1",doMonthClose,"2023-05-23 14:35:35",doMonthClose,"2023-05-23 14:35:35"
"000001","053","202304","20230523","202305231757","1",doMonthClose,"2023-05-23 14:39:30",doMonthClose,"2023-05-23 14:39:30"
"000001","053","202305","20230816","20230816666","1",doMonthClose,"2023-08-16 18:54:07",doMonthClose,"2023-08-16 18:54:07"
"000001","053","202306","20230816","202308165082","1",doMonthClose,"2023-08-16 18:54:12",doMonthClose,"2023-08-16 18:54:12"
"000001","053","202307","20230816","202308161815","1",doMonthClose,"2023-08-16 19:07:15",doMonthClose,"2023-08-16 19:07:15"
"000001","053","202308","20231102","20231102932","1",doMonthClose,"2023-11-02 14:21:54",doMonthClose,"2023-11-02 14:21:54"
"000001","053","202309","20240206","202402066176","1",doMonthClose,"2024-02-06 18:17:46",doMonthClose,"2024-02-06 18:17:46"
"000001","053","202309","20240206","202402069016","1",doMonthClose,"2024-02-06 14:06:26",doMonthClose,"2024-02-06 14:06:26"
"000001","053","202310","20240206","20240206172","1",doMonthClose,"2024-02-06 14:06:31",doMonthClose,"2024-02-06 14:06:31"
"000001","053","202310","20240206","202402064269","1",doMonthClose,"2024-02-06 18:17:52",doMonthClose,"2024-02-06 18:17:52"
"000001","053","202311","20240206","202402062820","1",doMonthClose,"2024-02-06 18:17:56",doMonthClose,"2024-02-06 18:17:56"
"000001","053","202311","20240206","202402063808","1",doMonthClose,"2024-02-06 14:06:34",doMonthClose,"2024-02-06 14:06:34"
"000001","053","202312","20240206","202402061293","1",doMonthClose,"2024-02-06 18:18:00",doMonthClose,"2024-02-06 18:18:00"
"000001","053","202312","20240206","202402068524","1",doMonthClose,"2024-02-06 14:06:38",doMonthClose,"2024-02-06 14:06:38"
"000001","053","202401","20240229","202402291520","1",doMonthClose,"2024-02-29 11:22:15",doMonthClose,"2024-02-29 11:22:15"
"000001","053","202402","20240401","202404018403","1",doMonthClose,"2024-04-01 16:06:05",doMonthClose,"2024-04-01 16:06:05"
"000001","053","202403","20240501","202405014564","1",doMonthClose,"2024-05-01 09:44:50",doMonthClose,"2024-05-01 09:44:50"
"000001","053","202403","20240910","202409105773","1",doMonthClose,"2024-09-10 14:15:57",doMonthClose,"2024-09-10 14:15:57"
"000001","053","202404","20240611","202406111512","1",doMonthClose,"2024-06-11 10:50:05",doMonthClose,"2024-06-11 10:50:05"
"000001","053","202405","20240718","20240718396","1",doMonthClose,"2024-07-18 15:19:31",doMonthClose,"2024-07-18 15:19:31"
"000001","053","202406","20240718","202407186313","1",doMonthClose,"2024-07-18 15:19:34",doMonthClose,"2024-07-18 15:19:34"
"000001","053","202407","20240830","202408303549","1",doMonthClose,"2024-08-30 13:32:46",doMonthClose,"2024-08-30 13:32:46"
"000001","053","202409","20241124","202411248624","1",doMonthClose,"2024-11-24 22:38:02",doMonthClose,"2024-11-24 22:38:02"
"000001","053","202410","20241124","202411244247","1",doMonthClose,"2024-11-24 22:38:18",doMonthClose,"2024-11-24 22:38:18"
"000001","069","202202","20220323","202203230069","1","999999","2022-03-23 00:00:00","999999","2022-03-23 00:00:00"
"000001","069","202203","20220804","202208049452","1",doMonthClose,"2022-08-04 17:01:47",doMonthClose,"2022-08-04 17:01:47"
"000001","069","202204","20220804","202208045545","1",doMonthClose,"2022-08-04 17:02:13",doMonthClose,"2022-08-04 17:02:13"
"000001","069","202205","20220804","202208049369","1",doMonthClose,"2022-08-04 17:02:41",doMonthClose,"2022-08-04 17:02:41"
"000001","069","202206","20220804","20220804214","1",doMonthClose,"2022-08-04 17:05:06",doMonthClose,"2022-08-04 17:05:06"
"000001","069","202207","20220902","202209028905","1",doMonthClose,"2022-09-02 11:38:11",doMonthClose,"2022-09-02 11:38:11"
"000001","069","202208","20221006","202210069505","1",doMonthClose,"2022-10-06 10:28:49",doMonthClose,"2022-10-06 10:28:49"
"000001","069","202209","20221115","202211158720","1",doMonthClose,"2022-11-15 11:55:28",doMonthClose,"2022-11-15 11:55:28"
"000001","069","202210","20221115","202211151414","1",doMonthClose,"2022-11-15 11:55:33",doMonthClose,"2022-11-15 11:55:33"
"000001","069","202211","20230302","202303028623","1",doMonthClose,"2023-03-02 11:04:12",doMonthClose,"2023-03-02 11:04:12"
"000001","069","202212","20230302","202303029692","1",doMonthClose,"2023-03-02 11:20:20",doMonthClose,"2023-03-02 11:20:20"
"000001","069","202301","20230302","202303026405","1",doMonthClose,"2023-03-02 11:31:20",doMonthClose,"2023-03-02 11:31:20"
"000001","069","202302","20230522","202305223203","1",doMonthClose,"2023-05-22 15:18:19",doMonthClose,"2023-05-22 15:18:19"
"000001","069","202303","20230522","20230522369","1",doMonthClose,"2023-05-22 15:18:22",doMonthClose,"2023-05-22 15:18:22"
"000001","069","202304","20230522","202305222236","1",doMonthClose,"2023-05-22 15:18:25",doMonthClose,"2023-05-22 15:18:25"
"000001","069","202305","20230816","202308168837","1",doMonthClose,"2023-08-16 19:10:43",doMonthClose,"2023-08-16 19:10:43"
"000001","069","202306","20230816","202308168746","1",doMonthClose,"2023-08-16 19:10:47",doMonthClose,"2023-08-16 19:10:47"
"000001","069","202307","20230816","202308167221","1",doMonthClose,"2023-08-16 19:10:52",doMonthClose,"2023-08-16 19:10:52"
"000001","069","202308","20231102","202311021100","1",doMonthClose,"2023-11-02 14:22:06",doMonthClose,"2023-11-02 14:22:06"
"000001","069","202309","20231102","202311029160","1",doMonthClose,"2023-11-02 14:22:09",doMonthClose,"2023-11-02 14:22:09"
"000001","069","202310","20240206","202402061203","1",doMonthClose,"2024-02-06 14:08:20",doMonthClose,"2024-02-06 14:08:20"
"000001","069","202311","20240206","20240206439","1",doMonthClose,"2024-02-06 14:08:23",doMonthClose,"2024-02-06 14:08:23"
"000001","069","202312","20240206","202402068587","1",doMonthClose,"2024-02-06 14:08:27",doMonthClose,"2024-02-06 14:08:27"
"000001","069","202401","20240229","202402297936","1",doMonthClose,"2024-02-29 11:22:22",doMonthClose,"2024-02-29 11:22:22"
"000001","069","202402","20240401","20240401202","1",doMonthClose,"2024-04-01 16:06:33",doMonthClose,"2024-04-01 16:06:33"
"000001","069","202403","20240501","202405014564","1",doMonthClose,"2024-05-01 09:44:50",doMonthClose,"2024-05-01 09:44:50"
"000001","069","202403","20240910","202409105773","1",doMonthClose,"2024-09-10 14:15:57",doMonthClose,"2024-09-10 14:15:57"
"000001","069","202404","20240611","20240611440","1",doMonthClose,"2024-06-11 10:50:24",doMonthClose,"2024-06-11 10:50:24"
"000001","069","202405","20240718","20240718378","1",doMonthClose,"2024-07-18 15:20:01",doMonthClose,"2024-07-18 15:20:01"
"000001","069","202406","20240718","202407182949","1",doMonthClose,"2024-07-18 15:20:05",doMonthClose,"2024-07-18 15:20:05"
"000001","069","202407","20240830","202408302435","1",doMonthClose,"2024-08-30 13:33:01",doMonthClose,"2024-08-30 13:33:01"
"000001","069","202408","20241124","202411245363","1",doMonthClose,"2024-11-24 22:46:14",doMonthClose,"2024-11-24 22:46:14"
"000001","069","202410","20241124","202411244073","1",doMonthClose,"2024-11-24 22:46:22",doMonthClose,"2024-11-24 22:46:22"
"000001","076","202202","20220323","202203230076","1","999999","2022-03-23 00:00:00","999999","2022-03-23 00:00:00"
"000001","076","202203","20220902","202209025115","1",doMonthClose,"2022-09-02 11:48:24",doMonthClose,"2022-09-02 11:48:24"
"000001","076","202204","20220902","202209028858","1",doMonthClose,"2022-09-02 11:48:27",doMonthClose,"2022-09-02 11:48:27"
"000001","076","202205","20220902","202209028949","1",doMonthClose,"2022-09-02 11:48:31",doMonthClose,"2022-09-02 11:48:31"
"000001","076","202206","20220902","202209028171","1",doMonthClose,"2022-09-02 11:48:34",doMonthClose,"2022-09-02 11:48:34"
"000001","076","202207","20220902","202209024010","1",doMonthClose,"2022-09-02 11:48:38",doMonthClose,"2022-09-02 11:48:38"
"000001","076","202208","20221006","202210068237","1",doMonthClose,"2022-10-06 10:31:05",doMonthClose,"2022-10-06 10:31:05"
"000001","076","202209","20221115","20221115909","1",doMonthClose,"2022-11-15 11:57:27",doMonthClose,"2022-11-15 11:57:27"
"000001","076","202210","20221117","202211176759","1",doMonthClose,"2022-11-17 09:23:49",doMonthClose,"2022-11-17 09:23:49"
"000001","076","202211","20230302","202303025597","1",doMonthClose,"2023-03-02 11:04:17",doMonthClose,"2023-03-02 11:04:17"
"000001","076","202212","20230302","202303027918","1",doMonthClose,"2023-03-02 11:20:26",doMonthClose,"2023-03-02 11:20:26"
