"company_code","user_id","holiday_work_day","sub_holiday_days","request_number","registration_user","registration_datetime","update_user","update_datetime"
"000001","116","20250703",0.5,"20250627092337094000001116","116","2025-06-27 09:24:06","116","2025-06-27 09:24:06"
